Word,Occurrences,TotalSteps
simplicity,2,18
introduce,2,11
po,1,7
discussions,2,23
beatitude,1,5
deeply,15,134
teachers,5,23
influenced,1,2
pockets,8,124
lieth,1,24
attached,2,24
lends,1,22
piccadilly,1,21
misjudged,1,20
concatenation,1,19
swarthy,1,18
forgetful,2,21
sold,5,34
lacked,1,15
dexterity,1,14
welleresque,1,13
benefits,1,12
chess,1,11
doomed,2,23
fact,26,296
meanwhile,6,59
students,3,37
criticized,4,30
glowed,6,87
point,20,283
sheets,7,86
shoulder,16,195
believe,58,999
iss,2,20
teuton,1,18
joked,1,17
madly,1,16
showers,1,15
tedious,1,14
mollified,1,13
committing,1,12
wholly,2,19
tranquilly,1,10
grieves,1,9
fitting,4,22
soupcon,1,7
chest,6,44
fussing,4,23
hides,1,4
stout,12,161
state,40,392
nice,120,1081
rumors,1,20
incumbrances,1,19
revolutions,1,18
parent,3,25
tag,1,16
fortress,1,15
lennox,2,15
bustling,1,13
ladyship,3,25
motive,2,19
tableau,2,21
jiffy,3,16
societies,2,9
chant,1,7
chamber,1,6
whatever,19,180
ist,3,34
air,112,1232
blaze,9,111
elegant,24,270
weariness,2,20
estimation,1,18
precincts,2,20
sauntered,1,16
ps,1,15
burdened,3,22
absurdity,1,13
seizing,2,13
simplest,1,11
confidants,1,10
circus,1,9
number,8,53
paddling,2,20
longmeadow,2,8
scramble,2,15
misdemeanors,2,14
haunts,2,14
needlewoman,1,2
grow,27,320
featherless,1,25
wiles,1,24
jest,1,23
caprices,1,22
charge,3,23
rebuke,2,22
maker,2,22
portions,2,24
spick,1,17
flustered,1,16
frenchwoman,5,37
web,1,14
fetlock,3,25
claim,3,28
coaxingly,1,11
perfume,2,23
dearest,18,189
rate,7,70
heavier,2,24
teeth,6,49
megs,52,626
house,133,1716
believed,15,232
twilight,12,179
presents,10,107
pledged,1,20
primitive,1,19
lucre,1,18
sherwood,1,17
dawned,1,16
womanliest,1,15
cousin,2,15
abruptness,1,13
lisbon,1,12
gits,1,11
glided,3,30
workbasket,3,26
flap,3,19
bend,4,17
sting,1,6
verse,3,31
thirsty,1,4
plumed,1,3
cuddled,5,55
makes,36,466
feasted,1,16
defrauded,1,15
gad,1,14
mantua,1,13
quakeress,1,12
sobered,1,11
pewmonia,1,10
biscuits,1,9
experiments,4,16
romping,4,20
rapped,2,9
deepest,3,24
wrath,5,36
productions,1,3
happen,15,139
wed,4,25
philoprogenitiveness,1,28
alcibiades,1,27
mode,2,29
elastic,1,25
pathos,1,24
sympathetic,3,27
incidents,1,22
nick,1,21
bonnie,3,27
royal,2,24
reproached,2,20
wring,2,18
cared,7,60
pirate,2,16
bounden,1,14
experiment,14,88
gust,2,17
mary,6,70
wishing,13,131
describe,9,77
proceeded,7,82
credit,10,98
seriously,5,65
literal,2,29
leads,2,28
biscuit,2,26
remorse,5,57
villain,9,102
valiantly,1,23
silesia,2,23
relationship,1,21
toiling,1,20
traitorous,2,21
genial,2,22
freds,1,17
dandies,2,19
incoherently,1,15
subdued,4,33
strip,1,13
building,2,14
weigh,2,22
river,29,177
forgiven,8,56
blush,8,78
ring,26,247
bigger,5,58
furnace,2,6
mothers,63,765
gold,11,134
live,38,539
again,160,2381
bough,2,21
unalterable,1,19
unpardonable,2,20
discussed,1,17
definition,1,16
molds,1,15
roast,1,14
rob,4,37
oddest,1,12
teddys,3,29
slyly,3,15
boiled,4,12
height,2,10
simultaneous,1,7
statues,2,7
auburn,1,5
shout,5,30
company,30,309
thrilling,9,79
flat,10,94
scapegrace,1,19
strand,1,18
wails,1,17
rampantly,2,20
sample,2,16
backed,2,16
mutely,3,20
thankee,1,12
behavior,4,28
salary,4,21
informs,2,10
retainer,1,8
spent,17,138
asia,1,6
ourselves,16,137
pickle,4,31
pencils,4,28
four,57,666
sniff,6,68
sternly,2,23
draperies,1,21
unpacked,1,20
eternal,1,19
result,3,25
shine,6,36
distributed,1,16
clawing,1,15
warnings,1,14
passers,3,32
drinkables,1,12
unaware,1,11
womanly,11,121
uttered,9,98
tap,5,59
nervously,3,29
glories,4,31
davis,17,67
coal,3,37
thanked,13,178
commanding,4,53
timid,12,102
pasting,1,24
expose,1,23
fortuitous,1,22
ingenuity,1,21
grayer,1,20
sinners,3,30
objection),1,18
niece,2,24
observe,5,47
dined,1,15
laertes,1,14
balloons,1,13
adjourned,2,18
mistress,11,85
amount,5,49
contrary,7,55
lead,11,103
fate,12,139
truant,1,6
life,143,2039
isnt,102,1247
shoes,9,107
spoke,72,1153
grumbled,2,6
emptying,1,18
travelled,1,17
pangs,1,16
mutton,2,17
clumsy,3,23
dramatis,1,13
shade,5,32
truest,1,11
pardoned,1,10
maple,1,9
rumpled,3,27
tragical,2,10
effective,6,64
human,20,188
knew,125,1222
tar,1,3
find,119,1389
a,4466,50449
tusser,1,23
deplorable,1,22
mannling,1,21
arguments,1,20
abstinence,1,19
sights,1,18
announcing,1,17
lengthened,1,16
lingered,2,21
leaf,4,28
deuce,3,28
bearing,8,55
fishing,1,11
b,1,10
mirth,2,21
20,1,8
charmed,4,50
fashionable,18,167
influences,2,20
popped,3,22
anybody,9,112
fine,85,863
manners,28,289
gymnast,1,28
uncongenial,1,27
monaco,1,26
wriggled,1,25
devouring,1,24
darting,1,23
ferment,2,23
convulse,1,21
stump,1,20
degeneracy,1,19
parish,1,18
cavalier,1,17
disrespectful,2,17
strangely,1,15
loaded,3,35
producing,5,23
acknowledgment,1,12
c,3,14
fume,2,15
russian,2,25
foes,1,8
granted,3,37
enticements,1,6
portrait,2,18
spirit,63,1069
revels,1,3
burn,13,176
heels,10,207
pitty,3,27
embitter,1,24
dusky,1,23
virtually,1,22
dignify,1,21
rein,2,24
baths,1,19
champs,1,18
roi,1,17
aspirant,1,16
revelations,1,15
collared,1,14
relenting,2,15
restrain,3,24
economical,1,11
travelling,1,10
relation,3,38
sake,20,247
jokes,4,35
wrapping,2,9
whose,36,355
thwart,1,4
slashed,1,3
decided,37,543
rather,156,2084
diaries,1,29
wraith,1,28
occupying,1,27
stability,1,26
patroness,1,25
parker,3,27
johnson,2,29
deciding,2,27
$100,1,21
hose,2,27
gnats,1,19
encourage,1,18
guessing,1,17
price,6,75
spurned,1,15
deliver,8,66
august,2,24
tidily,1,12
fortnight,5,45
stove,7,91
ground,9,142
listen,16,253
vivacity,1,7
letting,7,105
separated,3,39
cheering,4,42
jovial,3,28
smelling,2,21
regretfully,2,19
coherent,1,20
desolation,1,19
constructed,1,18
savoy,1,17
centuries,1,16
alps,2,17
spicy,1,14
ensued,1,13
quicker,1,12
rats,1,11
strings,4,21
earth,7,52
proposition,1,8
amusements,2,9
hopefully,6,32
trips,3,20
pearl,5,21
curtain,14,59
interest,38,418
little,724,8126
believes,2,22
quality,1,20
paglioni,1,19
beautify,1,18
teddie,1,17
executed,1,16
profusion,2,16
afresh,2,15
divided,2,17
page,14,77
recollection,3,27
disliked,3,18
merriment,10,76
selfishnesses,1,8
coat,12,119
burr,4,51
romantic,15,155
murmured,4,31
fireplace,2,10
housetop,1,2
use,55,724
knock,3,18
prided,3,19
engraved,1,14
miser,1,13
regretful,1,12
gadding,2,16
leal,1,10
beheld,4,24
worried,14,86
minding,2,15
conversations,5,50
older,13,81
inkstand,4,32
mishap,3,22
idle,14,135
cross,32,375
toils,1,28
hoffmann,1,27
gas,1,26
yield,1,25
orchard,4,39
stabbed,1,23
organ,1,22
shells,2,24
banc),1,20
humoredly,1,19
merit,2,22
maidservants,1,17
prefers,1,16
purposes,2,26
battles,1,14
bent,17,144
childs,2,23
heaven,11,147
reprimands,1,10
nonsense,18,181
wave,5,58
rapturous,3,42
drinks,2,19
finish,16,172
feelings,28,387
silence,29,478
stroking,6,102
i,3151,58242
costly,1,20
lean,3,21
taming,1,18
lounge,2,18
pleasanting,1,16
reproaches,1,15
render,3,22
poodles,1,13
costs,2,13
degenerate,1,11
scorned,1,10
inspired,4,32
necklace,3,14
courage,15,140
question,20,163
thoughts,27,241
however,31,336
cares,13,137
wet,15,166
chosen,8,70
needler,1,15
ad,1,14
revolve,1,13
petulance,1,12
k,5,15
coax,1,10
tilting,1,9
scott,14,53
patient,22,117
stooping,4,31
toss,4,22
crooked,1,4
wipe,3,24
consisting,1,2
skirt,6,43
accounted,2,22
rapid,2,22
uneventful,2,20
carpets,2,20
liquid,1,17
shelves,2,17
slid,2,20
driven,3,24
freed,2,17
l,2,19
mask,3,20
suppertime,1,10
warning,8,42
cunning,2,10
willing,14,140
aside,6,38
leap,3,23
countries,1,4
homesickness,2,20
needles,5,48
without,122,1746
overrun,1,18
captivate,1,17
beneath,1,16
unspoiled,1,15
minor,1,14
exerted,2,14
objecting,1,12
delectable,1,11
pell,3,17
future,9,61
confiding,8,62
specimens,1,7
walking,17,123
lovers,23,187
youd,66,617
m,3,15
different,16,172
spite,79,936
hearthrug,1,20
jealousy,1,19
demis,6,27
corso,1,17
clenched,1,16
type,1,15
elysees,1,14
tile,1,13
raptures,1,12
interfered,1,11
pennies,1,10
tasks,4,12
landed,1,8
heaping,2,14
n,1,6
reluctant,2,19
fascinated,2,15
aristocratic,10,75
neighbor,9,74
curling,2,4
ravages,1,13
thankful,1,12
tournament,1,11
removing,1,10
ah,26,99
o,3,20
disgusting,1,7
confiscated,2,14
gay,28,168
lift,7,51
ladylike,4,25
pleasing,16,139
pasteboard,1,1
sentimentality,1,26
paler,1,25
century,1,24
dashwoods,2,24
theyd,1,22
earlier,1,21
twirl,1,20
lingerer,1,19
mission,5,50
massive,3,31
serving,2,27
jes,1,15
wiping,2,17
uncommon,3,40
chocolate,6,67
p,4,14
embarrassing,1,10
ferns,6,25
repining,1,8
pretense,3,25
astounding,1,6
dared,8,98
accept,14,179
faithfully,9,83
knitting,7,92
long,217,3687
bankrupt,1,27
barrier,1,26
readiest,1,25
expressly,1,24
trusts,1,23
petulant,1,22
howled,1,21
clusters,1,20
openly,3,30
barouche,1,18
piques,2,18
vessels,1,16
admirable,2,17
jet,1,14
yelped,1,13
labors,4,27
adorned,11,84
crew,1,10
paws,1,9
triumph,4,52
excuse,9,146
caps,3,19
revengeful,1,5
annie,16,70
shocked,2,8
employed,4,22
dramatic,6,60
gifest,1,21
thumb,1,20
jardin,1,19
argued,1,18
meannesses,1,17
responsible,1,16
excluded,1,15
funds,1,14
thicker,2,14
excite,1,12
merrily,3,16
master,10,81
knowledge,5,38
struggling,3,34
repulsed,1,7
wrongs,5,51
whod,1,5
row,19,215
melting,1,3
disappeared,7,80
agonies,1,1
illustrations,1,17
overlook,1,16
archway,2,16
piously,1,14
violence,1,13
masquerading,1,12
mental,3,18
impartial,1,10
threes,1,9
heaved,2,16
delusion,8,60
hoarded,1,6
excitedly,3,7
s,3,7
opera,6,64
vanities,4,19
hard,138,1139
forebodings,1,24
chaos,1,23
depart,2,25
suggestion,3,29
diplomatically,1,20
jew,1,19
approach,1,18
mass,3,28
plum,2,25
merino,2,25
acknowledge,2,18
odds,2,18
likely,4,38
telegraph,5,20
souls,12,137
t,1,9
host,4,31
operas,2,24
fragment,1,6
firin,1,5
dawn,4,46
am,123,1574
some,267,3591
its,394,5826
perwisin,1,13
kennst,1,12
tenderhearted,3,16
suds,1,10
shady,4,18
parting,7,38
sometime,5,28
lonely,27,143
content,14,93
slipped,15,106
while,218,1764
till,190,1659
an,463,4721
follows,1,28
museum,2,28
dislikes,1,26
connection,1,25
resugared,1,24
tranquil,9,69
lobsters,1,22
promiscuously,1,21
ugliness,1,20
aforesaid,2,29
doctored,1,18
testiness,1,17
sacrificing,1,16
frettin,1,15
inquisitive,3,29
honorary,1,13
neath,1,12
families,4,48
teacher,6,78
chin,11,180
quaint,6,89
sleepy,6,49
hated,6,110
wasted,7,105
covered,24,353
thing,119,2165
welcome,27,534
bundled,3,37
sphere,2,29
mouf,1,27
reread,2,27
diffident,1,25
relate,1,24
ruthlessly,1,23
paper),1,22
riddles,1,21
arranging,2,21
discontent,2,27
mis,3,29
biting,1,17
well],1,16
unwise,1,15
rippling,1,14
delightfully,10,114
purse,4,47
attractive,10,120
redoubtable,1,10
listless,4,63
preferred,7,117
imaginary,8,108
serve,8,128
robes,1,5
fortunately,5,95
worries,13,201
perhaps,36,683
old,378,6945
mit,1,18
inspirer,1,17
dangling,1,16
cluck,1,15
scribble,2,17
respeckful,1,13
obedient,1,12
effigies,1,11
tipped,1,10
slip,10,59
discovered,24,135
perkins,1,7
bounced,4,31
falls,4,24
cloudy,1,4
bowing,2,17
pacing,2,17
banquo,1,1
roadside,1,21
babyland,1,20
solicitude,1,19
centerpiece,1,18
irritating,1,17
clinging,4,28
questioned,1,15
sleeves,1,14
amiably,2,19
disposed,4,28
passes,2,19
shrilly,1,10
pranks,7,59
viands,1,8
efforts,20,177
reproachful,7,87
affliction,9,116
midgets,1,4
acquainted,3,22
glitter,2,10
devoted,26,419
controlled,1,19
passer,1,18
prominent,2,20
lamb,8,26
hark,1,15
recited,1,14
utmost,1,13
tars,1,12
rubbishy,1,11
captive,3,30
sincerity,2,20
solemn,8,70
fright,7,44
finds,6,61
sad,36,435
immediately,9,83
vocabilary,1,3
as,1968,26443
think,279,3908
detachment,1,20
strolls,1,19
tart,1,18
foreseen,1,17
stocks,1,16
pretended,1,15
attic,1,14
wrung,4,22
butcher,1,12
decorated,2,13
barnville,1,10
spits,1,9
dotes,1,8
sweetness,5,35
instrument,6,29
against,39,355
haste,6,56
whom,34,372
your,470,5160
at,1052,12917
rung,1,23
au,1,22
friedrich,7,33
avoided,2,22
idly,1,19
anyhow,1,18
bush,2,18
harm,12,67
tartly,1,15
mixture,9,56
sleeps,4,28
withdrawing,2,18
return,22,158
courtesy,1,10
interesting,18,171
momentary,5,56
relieved,16,178
holiday,12,142
peoples,12,145
victim,3,32
mix,1,3
fruit,16,258
firelight,2,18
bribes,1,25
betokens,1,24
needle,5,28
birthday,5,33
fervently,3,27
outlives,1,20
appeased,3,23
wavy,2,24
wreath,3,31
discouraging,1,16
squash,1,15
flirt,5,42
splendor,7,49
character,22,244
appropriate,14,153
hill,13,137
impression,10,138
florences,2,21
lame,6,77
midst,5,36
wildly,6,88
memories,2,26
guitars,1,3
others,52,873
groan,4,42
churning,1,18
thrilled,1,17
englishman,2,17
baden,4,20
latticed,1,14
snuff,1,13
clouds,8,25
spinning,3,22
housewives,1,10
conscience,10,62
contraband,1,8
deliberately,2,17
assembled,4,29
suspense,3,26
handful,3,26
experience,19,203
perpetual,5,64
mysterious,11,117
roads,2,13
illusion,3,13
harp,2,11
duchesses,1,9
sweetfaced,1,8
helplessly,1,7
dares,1,6
likewise,17,75
hemlock,1,4
wisely,7,41
penitent,9,64
trivial,1,1
elle,1,20
outdone,1,19
landscapes,1,18
varying,1,17
pelted,1,16
dashing,4,28
refrigerator,2,21
critically,2,16
heavenly,8,59
subdue,2,15
sounds,6,55
stopping,12,117
throat,10,96
frocks,1,7
fellows,16,184
already,18,197
slough,2,9
yellow,19,213
readers,5,64
thats,85,1337
withstood,1,19
pastime,2,19
whos,1,17
scissors,1,16
fund,1,15
cattle,2,17
demonstration,2,14
demand,9,49
alive,7,58
jumbled,3,18
sepulchral,1,9
crocker,8,27
commy,2,13
settle,12,97
ruined,2,20
applause,4,28
rescue,12,106
presence,13,157
fabers,1,1
puritanical,1,19
covertly,1,18
kindling,1,17
moire,1,16
knives,1,15
endowed,1,14
rainbow,1,13
breathing,1,12
brooding,1,11
trial,9,62
remorseful,3,23
guessed,5,40
ribbon,16,132
facing,1,6
enemies,4,27
simper,1,4
peace,27,319
their,334,4417
havent,51,726
attract,1,9
crossbeam,1,8
varied,2,9
buyer,1,6
rousing,3,11
complacently,3,7
sam,3,7
theater,5,21
try,124,708
glorify,1,14
chaperon,1,13
inches,1,12
intellectual,2,12
effervescence,1,10
forbearance,1,9
departure,5,15
receptacle,1,7
brow,5,21
badges,2,6
horseback,1,4
pride,35,220
slippery,2,9
childrens,6,49
yander,1,20
trespass,1,19
tingle,1,18
fictions,1,17
parley,1,16
liberties,3,22
newspaperman,1,14
mate,3,22
fancies,4,25
downcast,3,21
knocked,9,51
pairs,9,57
haunted,8,71
hates,6,49
benefit,6,59
control,7,55
outgrew,1,4
undertook,7,78
giggle,2,16
bundles,13,108
feathery,1,13
corinne,1,12
regularity,4,20
streaming,1,10
bouncer,1,9
pussies,2,14
harsh,2,13
bookcases,1,6
discontented,6,31
guitar,1,4
bits,12,77
straight,28,229
mind,157,1555
whisky,1,27
pummeled,1,26
clover,1,25
trumpet,2,28
thanksgiving,1,23
investment,1,22
transition,1,21
plentiful,1,20
mildly,2,22
willingly,2,23
expressionless,1,17
bargains,2,20
treated,6,42
determined,4,43
composure,2,24
trading,1,12
nimble,1,11
interested,19,269
toast,6,74
muffs,1,8
distracted,7,109
gratefully,16,243
stretch,4,64
drill,2,16
altogether,29,507
leave,66,1325
mine,53,996
adoring,1,28
jouvins,1,27
riot,1,26
science,1,25
query,1,24
pincushion,1,23
select,2,26
unbelieving,1,21
spiritualism,1,20
enveloped,3,35
standish,2,25
pillowed,1,17
amicable,2,26
omens,4,43
bust,1,14
runs,3,38
abed,2,26
tragedies,1,11
consumed,1,10
greek,3,18
office,13,108
passed,32,390
maids,10,121
timidly,2,16
warmed,5,82
advice,26,375
lamp,7,60
happy,172,3394
fewer,1,21
shorten,1,20
mozart,1,19
recklessly,1,18
browned,1,17
bold,6,31
unsaddened,1,15
doorway,2,15
scolding,7,42
clasping,2,21
meaning,12,96
completed,2,19
regard,10,91
snood,1,8
alas,6,34
made,293,3137
suppose,32,339
touching,18,204
strong,51,726
behave,11,136
give,132,1964
ballad,1,23
vessel,1,22
bids,1,21
seeking,1,20
juvenile,2,24
skelter,1,18
inhospitable,1,17
conviction,4,39
imitation,3,24
tudor,8,27
counted,1,13
greatly,3,23
saving,4,28
slapping,1,10
sentimentlly,1,9
energetic,9,86
reminder,2,17
brooms,3,41
way),1,5
eyebrows,12,51
piece,12,100
slippers,22,138
sat,133,1635
consuls,1,28
showered,1,27
vehicles,1,26
celebrity,1,25
eligible,2,28
presentable,1,23
beguiled,1,22
afforded,3,34
stealing,2,25
philander,1,19
gale,2,29
invitingly,4,42
spices,1,16
husband,34,355
scowled,1,14
schillers,2,24
victorious,2,13
sketched,3,46
fan,8,47
vacation,6,30
tombs,2,24
peopled,1,7
unusual,16,185
abroad,17,264
sober,32,539
crash,3,30
green,29,476
be,995,18563
chivalry,1,30
uncomplaining,1,29
monsieur,4,35
toeing,1,27
inflammable,2,27
spending,4,38
demd,1,24
setout,1,23
bribed,2,23
offend,2,31
twice,6,53
consult,3,23
disapproving,1,18
fourteen,2,24
defending,2,23
imploringly,3,28
brimmed,1,14
bereavement,1,13
diversions,1,12
dissatisfied,1,11
gayly,2,28
attributed,1,9
cozily,1,8
shed,27,301
advise,7,86
feathers,5,58
locks,3,35
stormy,4,51
somehow,12,212
dusting,2,14
dod,1,27
warmest,1,26
affectations,2,27
wells,1,24
intently,1,23
passive,1,22
childlike,1,21
salts,1,20
external,2,24
discouragements,1,18
recollecting,1,17
immediate,1,16
seal,4,28
cooling,2,15
harrrow,1,13
shorter,1,12
giggled,2,12
amiable,13,115
workers,2,14
stable,2,15
wonder,23,296
bravely,13,152
busy,58,764
saw,143,1992
december,3,36
anyway,5,48
time,319,5602
capabilities,1,22
delayed,1,21
shapes,1,20
abnegation,1,19
hedges,1,18
talkers,1,17
difficult,5,29
seam,1,15
fitly,2,17
camps,1,13
betty,1,12
alcove,1,11
screamed,5,32
coddling,1,9
gardens,5,44
declined,3,23
lesser,1,6
nicely,12,70
meantime,7,83
cheek,18,206
pensive,11,157
round,89,1125
debate,1,25
harshness,1,24
nightgown,3,29
roofs,1,22
faultless,1,21
panic,3,26
defiance,1,19
refinement,1,18
period,4,40
maidenly,1,16
reception,6,54
confused,2,17
phrase,1,13
rankled,2,22
lid,6,75
spied,1,10
repulsive,2,23
learned,36,395
cette,1,7
hasty,12,142
golden,18,271
notion,3,32
curls,13,144
far,56,1024
say,275,4974
spools,1,16
sportive,1,15
equipages,1,14
epitaphs,1,13
scraped,1,12
latch,1,11
saddens,1,10
mouths,3,15
dog,9,39
lie,14,100
smuggled,1,6
gingerbread,8,53
cleared,11,76
sixteen,6,32
sketch,17,187
figure,18,190
mignons,1,20
climbing,1,19
interred,1,18
serenity,2,18
indescribably,1,16
sketchbook,3,21
demi,47,264
candor,1,13
desirable,4,25
strawberries,4,18
lament,6,32
greet,4,33
flushed,10,56
fat,14,89
festivals,2,21
mein,2,21
collected,5,36
piano,26,204
task,14,148
marmee,43,442
storms,1,19
monastery,1,18
pronouncing,1,17
shun,1,16
limited,2,18
rewarded,2,18
coquetry,1,13
obedience,3,24
fervor,1,11
department,2,18
bedewed,2,16
salt,3,10
virtues,9,65
amazingly,5,29
light,49,483
stabbing,2,15
chaplain,1,3
streak,3,28
well,404,5194
hobbledehoy,1,21
succession,1,20
emperors,1,19
repentant,3,21
quizzing,1,17
relevant,1,16
tatting,1,15
salty,1,14
chaps,1,13
dishcloths,2,20
perversity,3,20
mats,2,20
twinkling,1,9
satisfy,12,105
during,25,180
italy,3,21
switzerland,6,77
alone,81,882
wants,13,132
sleep,34,464
look,238,3222
shouldst,1,24
accurate,2,24
bedaubed,1,22
truckle,2,22
answering,2,24
improper,3,29
wherever,3,30
sift,1,17
harbor,1,16
rappahannock,1,15
teddy,62,496
brine,1,13
ants,1,12
cookery,1,11
climax,2,22
extra,4,52
fancied,19,253
daddy,1,7
chord,2,24
calamity,1,5
grounds,3,45
grumble,2,8
acquaintances,3,43
marchs,21,299
pomonas,1,29
fishermen,1,28
cocked,5,31
wiggled,1,26
inevitability,1,25
spinsters,2,29
vex,2,28
shown,4,42
bothered,2,28
pointed,7,60
possible,20,146
cheer,3,34
move,6,67
finely,4,37
viola,4,24
contributed,1,14
rows,2,29
dawdled,1,12
crimp,2,29
dismay,14,187
exclamation,6,74
curly,13,161
quantity,4,50
song,16,235
seat,25,427
greeting,3,50
chirped,3,54
along,32,692
gifted,5,78
compassion,2,20
barricading,1,18
flints,1,17
canopies,1,16
decapitated,1,15
wrongdoing,2,20
hash,2,20
bryant,1,12
ceremony,4,24
thermometer,1,10
forgets,3,17
installed,1,8
survey,2,10
active,5,43
packs,1,5
washed,1,4
creeter,2,20
unless,23,267
bring,41,460
gotts,1,18
affectedly,1,17
confidences,3,21
parian,1,15
invisible,4,24
inward,2,18
unselfish,4,30
holders,2,16
envelopes,1,10
hinting,2,16
protection,5,26
trials,7,62
bustle,3,12
started,12,121
theirs,4,33
thrashed,1,3
smell,5,36
don,7,7
apoplectic,1,22
counter,1,21
unkindness,1,20
needlebook,1,19
uphill,2,23
loop,1,17
lorded,1,16
ripe,3,18
hunts,1,14
tinkling,1,13
evil,7,40
clutched,1,11
corporal,1,10
morals,3,29
astonished,10,108
heartily,23,236
forlorn,8,91
dolls,13,115
shrouded,2,17
staff,4,47
reminded,6,66
shut,43,635
simile,1,17
strife,1,16
effacious,1,15
lizards,1,14
mildness,1,13
threaded,1,12
text,1,11
embrace,5,32
bolt,1,9
slightest,3,21
band:,1,7
destitute,2,14
distant,3,20
support,12,99
kingdom,5,48
crammed,1,2
rapidly,10,108
yearly,1,19
drenching,1,18
accumulate,1,17
choicest,1,16
doubles,1,15
debonair,1,14
tightened,1,13
norton,6,17
sketches,5,24
blued,1,10
unshelled,1,9
fared,1,8
raging,1,7
mignonette,1,6
cluster,2,6
businessman,3,34
doze,1,3
shows,6,44
spot,12,116
gifs,1,21
gunpowder,3,22
accuracy,1,19
coventrys,1,18
foreheads,1,17
rakishly,1,16
bridge,4,26
ceremonious,1,14
attributes,2,20
culprit,2,21
land,9,83
dirt,4,34
reassuring,1,9
lights,1,8
carriages,3,30
doublet,1,6
silver,16,149
shes,33,328
gone,79,1008
gray,26,286
children,99,1441
affectation,3,17
skim,2,16
sanginary,1,13
consume,1,12
watchmans,1,11
bracket,1,10
lane,2,16
writes,4,26
unfolding,3,21
cock,2,15
jumping,1,5
flirted,5,43
gift,10,93
enchanted,1,2
kitchen,25,206
trained,1,21
acceptance,1,20
muddy,4,25
writer,2,20
shrine,4,26
dignified,8,35
signing,1,15
apologetically,2,17
lumpy,1,13
cooked,2,19
adjoining,1,11
strive,1,10
kindled,4,35
ribbons,9,96
neglects,1,7
opposite,12,115
skin,3,25
papered,1,4
shaped,1,3
covering,4,41
peaceful,9,135
unsolved,1,24
congratulation,1,23
humdrum,1,22
turtledove,1,21
irritable,2,25
abuse,1,19
underneath,2,25
pills,1,17
delicacy,1,16
hieroglyphics,1,15
anticipations,3,20
bucket,1,13
toed,1,12
slighted,1,11
expectant,2,20
clearer,3,35
nuts,3,34
despondency,2,23
declared,15,121
instantly,3,18
aint,11,105
dolly,1,3
spiders,4,22
tact,5,46
sodden,1,23
beatified,1,22
memorials,1,21
emboldened,1,20
includes,1,19
limps,1,18
sweetly,4,35
furbelows,2,17
nectar,2,23
square,2,23
worldlings,1,13
impatience,3,35
lit,1,11
braided,2,15
extremely,2,10
violent,5,44
skip,2,13
wrench,1,6
scrapes,5,51
necessity,2,16
tenderly,26,316
forget,48,650
by,611,8807
balzacs,1,22
iron,1,21
showy,1,20
feeding,3,23
invested,1,18
saucepan,1,17
submission,2,19
prayers,8,57
alarmed,5,25
reproach,6,42
card,4,32
constantine,1,11
mashed,1,10
beams,2,15
read:,1,8
hints,5,52
seasons,1,6
amazed,7,94
remain,5,64
decide,7,88
hanging,6,67
presently,28,455
sere,1,21
beste,1,20
involuntary,2,20
chauvain,1,18
disappoint,4,25
smokiest,1,16
repressed,1,15
monthly,1,14
acorn,1,13
eclipse,2,20
conducted,2,14
motionless,3,15
sons,2,19
glimpse,3,20
bleak,1,7
curtained,3,21
private,21,205
chanted,1,4
cost,15,162
care,125,1661
injured,14,166
rapturously,1,14
contradictions,1,13
doy,1,12
quizzical,3,15
lightened,2,11
languished,1,9
column,2,11
gliding,2,9
attitude,12,66
halls,1,5
display,6,26
dismal,11,51
racket,3,16
same,36,290
grandchildren,1,13
beguile,1,12
protestations,1,11
abandon,2,12
stifled,2,11
desperate,7,29
chattering,1,7
material,4,20
cultivated,3,16
maddening,1,4
folks,14,95
frock,5,22
sound,29,239
disquietude,1,21
penance,1,20
mirrors,1,19
calmly,3,23
tempt,2,22
tyrannized,3,28
grocer,1,15
pure,3,25
ashore,1,13
extending,1,12
larking,1,11
butchers,2,20
constant,5,49
modest,9,97
paid,13,155
triumphant,1,6
rag,7,67
history,6,76
bouquets,9,72
appeared,48,535
ive,148,2386
benevolently,1,25
outwits,1,24
theyve,1,23
vienna,1,22
beery,1,21
extravagant,1,20
stolen,1,19
indescribable,5,31
basin,1,17
dismissed,1,16
remained,11,87
persuaded,3,25
willows,1,13
luxuries,1,12
turtledoves,3,25
animated,2,15
fanning,1,9
filagree,1,8
match,11,130
sustain,4,55
delicate,7,73
lately,10,153
suspect,7,80
retire,1,2
waiting,29,440
beethoven,1,21
weeds,1,20
livelier,1,19
mistook,2,20
increase,4,29
details,1,16
woolen,1,15
reasonable,4,29
withdraw,1,13
devise,2,20
caterpillars,1,11
uplift,2,21
steady,7,67
demoiselles,2,20
denouncing,1,7
snowball,3,12
disgraced,5,41
parkss,1,4
chronic,1,3
minion,2,3
woman,71,1037
clutches,1,24
sandwich,1,23
rashly,2,23
blond,1,21
noahs,1,20
straightforward,2,23
force,4,35
spiritualistic,1,17
warmth,7,62
increasing,3,29
diligently,2,24
cottage,1,13
judge,1,12
india,3,26
unprofitable,1,10
oars,3,39
blowzy,1,8
earthquake,4,24
plates,4,17
gently,14,161
place,99,1319
might,115,1630
fro,17,222
sigh,26,387
frost,1,22
bluer,1,21
pattering,2,23
commons,1,19
tina,15,40
briny,1,17
mauds,1,16
wrestled,2,16
